snapshot_date	row_key	repo_id	repo_root	frozen_head	path_b64	display_path	index_mode	index_oid	index_stage	git_object_type	index_object_bytes	worktree_kind	worktree_lstat_bytes	authoritative_bytes	bytes_basis	lfs_pointer_state	lfs_oid_sha256	lfs_logical_bytes	dirty_state	index_status	worktree_status	classification	split_role	evidence_rule	evidence_level	build_target	archive_evidence	evidence_locator	caller_state	suggested_action	target_repo	confidence	risk	review_state	frozen_prompt_sha256	notes
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9DTWFrZUNYWENvbXBpbGVyLmNtYWtl	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9DTWFrZUNYWENvbXBpbGVyLmNtYWtl	aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CMakeCXXCompiler.cmake	100644	565e69412e43e17ed016edd70f576e96b867a5c6	0	blob	6888	REGULAR	6888	6888	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CMakeCXXCompiler.cmake;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9DTWFrZURldGVybWluZUNvbXBpbGVyQUJJX0NYWC5iaW4=	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9DTWFrZURldGVybWluZUNvbXBpbGVyQUJJX0NYWC5iaW4=	aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CMakeDetermineCompilerABI_CXX.bin	100755	7b2910fbf5d850204ecd18c572f6840e143e6f2f	0	blob	33560	REGULAR	33560	33560	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CMakeDetermineCompilerABI_CXX.bin;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9DTWFrZVN5c3RlbS5jbWFrZQ==	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9DTWFrZVN5c3RlbS5jbWFrZQ==	aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CMakeSystem.cmake	100644	6438972ad1b41edcedcdf8e98232856dd707f2e9	0	blob	360	REGULAR	360	360	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CMakeSystem.cmake;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9Db21waWxlcklkQ1hYL0NNYWtlQ1hYQ29tcGlsZXJJZC5jcHA=	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9Db21waWxlcklkQ1hYL0NNYWtlQ1hYQ29tcGlsZXJJZC5jcHA=	aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CompilerIdCXX/CMakeCXXCompilerId.cpp	100644	b35f567c2b995ac6939f38bb02d9c14ef707dde9	0	blob	29480	REGULAR	29480	29480	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CompilerIdCXX/CMakeCXXCompilerId.cpp;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9Db21waWxlcklkQ1hYL2Eub3V0	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9Db21waWxlcklkQ1hYL2Eub3V0	aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CompilerIdCXX/a.out	100755	c64f7877feeefa84c6ffb16fb707c1024e08c390	0	blob	33736	REGULAR	33736	33736	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CompilerIdCXX/a.out;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9Db21waWxlcklkQ1hYL2FwcGxlLXNkay5jcHA=	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy80LjIuMy9Db21waWxlcklkQ1hYL2FwcGxlLXNkay5jcHA=	aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CompilerIdCXX/apple-sdk.cpp	100644	db846b4f5a723026a23ed0b6a3c72755f3864606	0	blob	32	REGULAR	32	32	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/4.2.3/CompilerIdCXX/apple-sdk.cpp;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9DTWFrZUNvbmZpZ3VyZUxvZy55YW1s	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9DTWFrZUNvbmZpZ3VyZUxvZy55YW1s	aether_cpp/build_codex_fix/CMakeFiles/CMakeConfigureLog.yaml	100644	ad6c10944ef6305c9fee0f27a9de9ef2613c305b	0	blob	70063	REGULAR	70063	70063	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/CMakeConfigureLog.yaml;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9DTWFrZURpcmVjdG9yeUluZm9ybWF0aW9uLmNtYWtl	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9DTWFrZURpcmVjdG9yeUluZm9ybWF0aW9uLmNtYWtl	aether_cpp/build_codex_fix/CMakeFiles/CMakeDirectoryInformation.cmake	100644	4eb5b67e90185aa28a7f4fba0f859c54a66060c6	0	blob	727	REGULAR	727	727	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/CMakeDirectoryInformation.cmake;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9JbnN0YWxsU2NyaXB0cy5qc29u	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9JbnN0YWxsU2NyaXB0cy5qc29u	aether_cpp/build_codex_fix/CMakeFiles/InstallScripts.json	100644	4921d8b870689812625885392bc4d9666e4ab75f	0	blob	161	REGULAR	161	161	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/InstallScripts.json;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9NYWtlZmlsZS5jbWFrZQ==	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9NYWtlZmlsZS5jbWFrZQ==	aether_cpp/build_codex_fix/CMakeFiles/Makefile.cmake	100644	a16b561e2691adcf22fd7896f200be6bcdd77e9c	0	blob	12188	REGULAR	12188	12188	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/Makefile.cmake;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9NYWtlZmlsZTI=	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9NYWtlZmlsZTI=	aether_cpp/build_codex_fix/CMakeFiles/Makefile2	100644	ba1e4084297288f183b5b696e2b4f9d0a80a9466	0	blob	199922	REGULAR	199922	199922	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/Makefile2;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
2026-07-21	Aether3D-cross:YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9UYXJnZXREaXJlY3Rvcmllcy50eHQ=	Aether3D-cross	/Users/kaidongwang/Developer/Aether3D-cross	b930ab185135dfbd172aef7c2bbeed67ef315f75	YWV0aGVyX2NwcC9idWlsZF9jb2RleF9maXgvQ01ha2VGaWxlcy9UYXJnZXREaXJlY3Rvcmllcy50eHQ=	aether_cpp/build_codex_fix/CMakeFiles/TargetDirectories.txt	100644	673fe92e53348420e4448461149b0b00e57d76b2	0	blob	10805	REGULAR	10805	10805	GIT_INDEX_BLOB	NOT_LFS			CLEAN	CLEAN	CLEAN	dead	dead_retired	A01_TRACKED_BUILD_OUTPUT	E1	NO_LIVE_SOURCE_TARGET;tracked generated output	TRACKED_BUILD_OUTPUT;NO_SOURCE_REVISION_BINDING	AETHER_HEAD:aether_cpp/build_codex_fix/CMakeFiles/TargetDirectories.txt;path-root:aether_cpp/build_codex_fix	GENERATED_BUILD_TREE	DELETE_CANDIDATE	NONE	HIGH	MEDIUM_DELETE_REVIEW	CONFIRMED_CANDIDATE	4b58b841caae62d6a8ed940816dcb5b07c9d7abd9aafe388589f5bd25c911e27	
